,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_compound_emoji,vader_compound_no_emoji
196,17978978188327066,18597257188,instagram,2021-02-07 16:22:18,0,مرد مردان ترامپ ترامپ فقط ❤️❤️❤️❤️,مرد مردان ترامپ ترامپ فقط ❤️❤️❤️❤️,مرد مردان ترامپ ترامپ فقط ,[],0.0,0.0
197,17880362189103756,7129135996,instagram,2021-02-07 15:23:58,1,مرد فراموش نشدنی 🌷🌷🌷🌷👌,مرد فراموش نشدنی 🌷🌷🌷🌷👌,مرد فراموش نشدنی ,[],0.7297,0.0
198,17889268072944089,44059083693,instagram,2021-02-07 15:21:27,0,ترامپ همیشه در دل ملت ایران جا دارد,ترامپ همیشه در دل ملت ایران جا دارد,ترامپ همیشه در دل ملت ایران جا دارد,[],0.0,0.0
199,17903464039681511,39022325828,instagram,2021-02-07 14:56:08,0,زنش خر بگاید,زنش خر بگاید,زنش خر بگاید,[],0.0,0.0
200,17900204113730977,45085480065,instagram,2021-02-07 14:53:09,0,درود به ترامپ شير دل,درود به ترامپ شير دل,درود به ترامپ شير دل,[],0.0,0.0
201,17856476351446781,36670433537,instagram,2021-02-07 14:48:20,0,❤️❤️❤️,❤️❤️❤️,,[],0.0,0.0
202,18089304043240563,43885137515,instagram,2021-02-07 13:58:46,0,جهت مشاوره و درمان مشکلات جنسی به پیج ما سر بزنید 🌹🌹,جهت مشاوره و درمان مشکلات جنسی به پیج ما سر بزنید 🌹🌹,جهت مشاوره و درمان مشکلات جنسی به پیج ما سر بزنید ,[],0.0,0.0
203,17883969641055855,43727885459,instagram,2021-02-07 13:42:09,0,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,,[],0.0,0.0
204,17976733888353484,43727885459,instagram,2021-02-07 13:41:58,0,😍😘😘😘😘,😍😘😘😘😘,,[],0.9217,0.0
205,17922947041521551,2336292484,instagram,2021-02-07 13:28:17,0,احتمال داره ارتش بایدن رو دستگیر کنه و قدرت رو به دست بگیره,احتمال داره ارتش بایدن رو دستگیر کنه و قدرت رو به دست بگیره,احتمال داره ارتش بایدن رو دستگیر کنه و قدرت رو به دست بگیره,[],0.0,0.0
206,17887767496974459,9180862512,instagram,2021-02-07 12:19:05,0,با رفتنت داغ بر دل پهلوی گذاشتی میخواستی با هواپیما بیاریش ایران وروتخت بنشانی 🙈🙈🙈,با رفتنت داغ بر دل پهلوی گذاشتی میخواستی با هواپیما بیاریش ایران وروتخت بنشانی 🙈🙈🙈,با رفتنت داغ بر دل پهلوی گذاشتی میخواستی با هواپیما بیاریش ایران وروتخت بنشانی ,[],0.0,0.0
207,17894600941876574,9446608127,instagram,2021-02-07 12:08:24,0,ترامپ‌جاش بهشت,ترامپ‌جاش بهشت,ترامپ‌جاش بهشت,[],0.0,0.0
208,17867003381288186,44773024629,instagram,2021-02-07 10:04:19,0,😂,😂,,[],0.4404,0.0
209,17842495682531528,43808287222,instagram,2021-02-07 09:03:13,0,اینکه میگن تقلبات گسترده اثبات شده درسته؟,اینکه میگن تقلبات گسترده اثبات شده درسته؟,اینکه میگن تقلبات گسترده اثبات شده درسته؟,[],0.0,0.0
210,17857141727436480,1992332604,instagram,2021-02-07 07:58:09,0,آن مرد آمد،آن مرد با ارتش آمد،آن مرد ،شیر است.آن مرد آزادی می آورد.,آن مرد آمد،آن مرد با ارتش آمد،آن مرد ،شیر است.آن مرد آزادی می آورد.,آن مرد آمد،آن مرد با ارتش آمد،آن مرد ،شیر است.آن مرد آزادی می آورد.,[],0.0,0.0
211,18140336281147293,30660607954,instagram,2021-02-07 07:40:23,0,تار و پودم ترامپ همه وجودم ترامپ قبله سجودم ترامپ,تار و پودم ترامپ همه وجودم ترامپ قبله سجودم ترامپ,تار و پودم ترامپ همه وجودم ترامپ قبله سجودم ترامپ,[],0.0,0.0
212,17911567045613300,45489368282,instagram,2021-02-07 07:27:46,0,کیرم تو کس خار مادر ترامپ دطرفدارای دلال کس کشش کیر وسط شیار خار مادرتون دلالا,کیرم تو کس خار مادر ترامپ دطرفدارای دلال کس کشش کیر وسط شیار خار مادرتون دلالا,کیرم تو کس خار مادر ترامپ دطرفدارای دلال کس کشش کیر وسط شیار خار مادرتون دلالا,[],0.0,0.0
213,18028533649293500,1672447867,instagram,2021-02-07 07:26:06,0,درود بر ترامپ. مرگ بر دشمنانش باد,درود بر ترامپ. مرگ بر دشمنانش باد,درود بر ترامپ. مرگ بر دشمنانش باد,[],0.0,0.0
214,17866742345300236,15428131512,instagram,2021-02-07 06:53:36,0,همیشه فکر میکنم تنها کسی بود که معادلات اربابان جهان را بهم زد دوسش دارم,همیشه فکر میکنم تنها کسی بود که معادلات اربابان جهان را بهم زد دوسش دارم,همیشه فکر میکنم تنها کسی بود که معادلات اربابان جهان را بهم زد دوسش دارم,[],0.0,0.0
215,18199154671005484,14985519893,instagram,2021-02-07 06:14:45,0,👌👏👏👏👏🌹🌹🌹🙏,👌👏👏👏👏🌹🌹🌹🙏,,[],0.7297,0.0
216,17960081257388938,35550965943,instagram,2021-02-07 06:02:05,0,👏👏👏👏👏❤️❤️❤️❤️❤️❤️❤️God bless U Mr Trump we love U.,👏👏👏👏👏❤️❤️❤️❤️❤️❤️❤️God bless U Mr Trump we love U.,God bless U Mr Trump we love U.,"['bless', 'u', 'mr', 'love', 'u']",0.7906,0.8442
217,18119207356172492,5713654645,instagram,2021-02-07 05:29:13,0,بر ۳,بر ۳,بر ۳,[],0.0,0.0
218,17887625587899813,37755113713,instagram,2021-02-07 05:19:46,0,عشقی ترامپ تو تنها نیستی خدا باهات یاره,عشقی ترامپ تو تنها نیستی خدا باهات یاره,عشقی ترامپ تو تنها نیستی خدا باهات یاره,[],0.0,0.0
219,17905509703713447,1957336862,instagram,2021-02-07 05:16:53,0,درود بر این شیر نر 😍😍😍,درود بر این شیر نر 😍😍😍,درود بر این شیر نر ,[],0.8402,0.0
220,17947108381424482,9175458123,instagram,2021-02-07 04:54:42,0,#president_Trump_forever👍,,,[],0.0,0.0
221,17916441610559416,676214333,instagram,2021-02-07 04:49:30,2,درود بر مبارز راه آزادی، پرزیدنت ترامپ,درود بر مبارز راه آزادی، پرزیدنت ترامپ,درود بر مبارز راه آزادی، پرزیدنت ترامپ,[],0.0,0.0
222,17883927116037378,5735478172,instagram,2021-02-07 04:46:08,2,روباهان جهان در مکر و حیله از شیران غران واهمه دارند و با ظاهر سازی و دروغ به قدرت رسیدند و هر لحظه ضعف میکنن صدای شیر به گوششان لمس شود.,روباهان جهان در مکر و حیله از شیران غران واهمه دارند و با ظاهر سازی و دروغ به قدرت رسیدند و هر لحظه ضعف میکنن صدای شیر به گوششان لمس شود.,روباهان جهان در مکر و حیله از شیران غران واهمه دارند و با ظاهر سازی و دروغ به قدرت رسیدند و هر لحظه ضعف میکنن صدای شیر به گوششان لمس شود.,[],0.0,0.0
223,17931312520462545,3502168770,instagram,2021-02-07 04:41:01,12,حتی خود بایدن هم هنوز فکر میکنه ترامپ رییس جمهوره😂😂😂,حتی خود بایدن هم هنوز فکر میکنه ترامپ رییس جمهوره😂😂😂,حتی خود بایدن هم هنوز فکر میکنه ترامپ رییس جمهوره,[],0.8271,0.0
224,17914165033596868,6877602371,instagram,2021-02-07 04:34:13,8,ترامپ  دشمن گلوبالیسم 👏🏼👏🏼👏🏼,ترامپ  دشمن گلوبالیسم 👏🏼👏🏼👏🏼,ترامپ  دشمن گلوبالیسم ,[],0.0,0.0
225,17894677813861928,25701115800,instagram,2021-02-07 04:25:01,7,ترامپ فرستاده خدا بر زمین 👏,ترامپ فرستاده خدا بر زمین 👏,ترامپ فرستاده خدا بر زمین ,[],0.0,0.0
226,17903591353697352,27234316194,instagram,2021-02-07 04:22:36,4,دورود بر اقای ترامپ  خیلی مشدی هستی🖒,دورود بر اقای ترامپ  خیلی مشدی هستی🖒,دورود بر اقای ترامپ  خیلی مشدی هستی,[],0.0,0.0
227,17890192744937329,8455574784,instagram,2021-02-07 04:18:04,0,🤮,🤮,🤮,[],0.0,0.0
228,17877532796099078,31834331168,instagram,2021-02-07 04:17:16,5,درود به ترامپ شیردل👏👏,درود به ترامپ شیردل👏👏,درود به ترامپ شیردل,[],0.0,0.0
229,17973436666347331,6210128994,instagram,2021-02-07 04:15:06,4,فقط ترامپ شیردل،ترامپ دوست داشتنی❤️❤️❤️❤️,فقط ترامپ شیردل،ترامپ دوست داشتنی❤️❤️❤️❤️,فقط ترامپ شیردل،ترامپ دوست داشتنی,[],0.0,0.0
230,17955023986401989,27896648395,instagram,2021-02-07 04:06:31,0,کرگدن جایش در جنگل پیش حیوانات وحشی,کرگدن جایش در جنگل پیش حیوانات وحشی,کرگدن جایش در جنگل پیش حیوانات وحشی,[],0.0,0.0
231,17883737383995737,27896648395,instagram,2021-02-07 04:05:55,0,عکس این آدم ذهن ما را می‌برد به طرف کرگدن,عکس این آدم ذهن ما را می‌برد به طرف کرگدن,عکس این آدم ذهن ما را می‌برد به طرف کرگدن,[],0.0,0.0
232,17885128873973922,1937486347,instagram,2021-02-07 04:02:49,5,پریزدنت ترامپ ❤️❤️❤️❤️❤️بزرگ,پریزدنت ترامپ ❤️❤️❤️❤️❤️بزرگ,پریزدنت ترامپ بزرگ,[],0.0,0.0
233,17853868700503330,9043004925,instagram,2021-02-07 03:58:35,0,❤️❤️❤️❤️❤️,❤️❤️❤️❤️❤️,,[],0.0,0.0
234,17887460242966735,9043004925,instagram,2021-02-07 03:58:33,0,👏👏👏👏👏,👏👏👏👏👏,,[],0.0,0.0
235,18062066527263286,16028236430,instagram,2021-02-07 03:47:02,2,آیدیشو میشه بهم بدین کارش دارم😂,آیدیشو میشه بهم بدین کارش دارم😂,آیدیشو میشه بهم بدین کارش دارم,[],0.4404,0.0
236,17896265188779839,42201092270,instagram,2021-02-07 03:45:47,2,❤Donald Trump ❤❤❤❤❤❤❤❤❤,❤Donald Trump ❤❤❤❤❤❤❤❤❤,Donald Trump ,[],0.9911,0.0
237,17880683585058670,45518017941,instagram,2021-02-07 03:38:35,2,الان کجا فعاله 😢😢,الان کجا فعاله 😢😢,الان کجا فعاله ,[],-0.7351,0.0
238,17904172012732016,6940266804,instagram,2021-02-07 03:37:58,5,تمام این مخافتا ثابت میکنه که ترامپ کارش درسته,تمام این مخافتا ثابت میکنه که ترامپ کارش درسته,تمام این مخافتا ثابت میکنه که ترامپ کارش درسته,[],0.0,0.0
239,17853753185506646,6430184953,instagram,2021-02-07 03:34:47,6,لین وود وکیل پرزیدنت ترامپ: سه پرونده تقلب انتخابات در جریان افتادن و در قبل از ماه مارس رسیدگی میشوند. 👍@patrioticforce_us @realdonaldtrump ❤️,لین وود وکیل پرزیدنت ترامپ: سه پرونده تقلب انتخابات در جریان افتادن و در قبل از ماه مارس رسیدگی میشوند. 👍  ❤️,لین وود وکیل پرزیدنت ترامپ: سه پرونده تقلب انتخابات در جریان افتادن و در قبل از ماه مارس رسیدگی میشوند.   ,[],0.0,0.0
240,17897475289818291,44170885008,instagram,2021-02-07 03:34:42,8,ترامپ  دوست دارنش  دوستش دارند  دشمنانش  می ترسند  عشقی 👍👍❤❤🌹🌹,ترامپ  دوست دارنش  دوستش دارند  دشمنانش  می ترسند  عشقی 👍👍❤❤🌹🌹,ترامپ  دوست دارنش  دوستش دارند  دشمنانش  می ترسند  عشقی ,[],0.8555,0.0
241,17981966035340853,4365503513,instagram,2021-02-07 03:34:03,5,#ترامپ_شیردل,,,[],0.0,0.0
242,17939430052452411,7668915123,instagram,2021-02-07 03:19:05,15,چطور میشه نصب کرد؟ ما میخواهیم ترامپ عزیز را فالو کنیم .,چطور میشه نصب کرد؟ ما میخواهیم ترامپ عزیز را فالو کنیم .,چطور میشه نصب کرد؟ ما میخواهیم ترامپ عزیز را فالو کنیم .,[],0.0,0.0
